ID,SDMVPSU,SDMVSTRA,WTMEC8YR,WTDR8YR,WTSVOC8Y,WTSHM8YR,WTSPO8YR,WTSAU8YR,WTSAF8YR,WTSCI8YR,WTSPH8YR
5202,5202,2,49071.56,30597.25807,NA,NA,NA,141326.0871,53993.89808,NA,NA
5203,5203,1,32459.85,37952.30015,3.235,NA,NA,108740.5047,31875.90992,NA,NA
5204,5204,2,1068.219,1221.407234,NA,2948.28407,NA,NA,NA,NA,NA
5205,5205,1,20926.735,16379.74745,NA,NA,NA,63198.74361,NA,48642.91877,NA
5206,5206,2,43640.89,44813.59769,NA,NA,NA,116957.582,NA,NA,46336.9302
5207,5207,1,4363.7325,2075.721069,NA,NA,17193.10687,NA,NA,NA,NA
5208,5208,2,50573.85,65467.75552,NA,NA,161836.3768,NA,48186.97089,NA,NA
5209,5209,1,6648.705,15625.91663,NA,NA,NA,NA,NA,12896.50553,NA
5210,5210,2,38598.745,21351.45451,NA,125059.9307,NA,NA,NA,NA,33295.4397
5211,5211,2,3353.4445,NA,NA,NA,0,NA,NA,NA,NA
5212,5212,2,2698.914,3023.405055,NA,NA,8015.774381,NA,NA,0,NA
5213,5213,2,26713.895,31234.08237,1.765,NA,81210.23556,NA,30134.0644,NA,NA
5214,5214,2,32717.385,18098.09679,NA,114510.8554,NA,NA,NA,NA,29251.55366
5215,5215,2,8786.345,9566.745437,NA,28204.17339,NA,NA,NA,26476.86216,NA
5216,5216,1,9403.52,7075.265783,NA,NA,27740.38644,NA,11179.26168,24454.54578,NA
5217,5217,1,56181.05,35030.18646,NA,NA,207869.8539,NA,NA,119334.918,NA
5218,5218,1,2033.4045,3189.593069,NA,6201.883412,NA,NA,NA,NA,NA
5219,5219,2,17025.205,18734.84085,NA,NA,43584.52211,NA,18116.02592,NA,NA
5220,5220,1,8194.36,5839.671419,3.845,NA,NA,NA,NA,17451.75579,NA
5221,5221,2,4993.311,9416.695051,4.66,NA,NA,17176.98932,5435.972685,NA,NA
5222,5222,1,7334.55,5638.990333,3.795,NA,NA,NA,NA,17824.02415,NA
5223,5223,2,6882.395,5178.354199,NA,NA,NA,24570.14395,8182.049751,17898.16859,NA
5224,5224,2,3384.6525,2362.428973,NA,NA,10830.88797,NA,3280.890196,0,NA
5225,5225,2,12936.18,16621.51647,4.72,NA,NA,42042.59027,NA,NA,NA
5226,5226,1,13562.92,17422.82008,3.27,NA,41231.27296,NA,NA,NA,NA
5227,5227,1,21270.575,13960.48974,NA,NA,NA,NA,NA,NA,NA
5228,5228,2,6071.1,6805.64787,NA,18091.8766,12688.59802,NA,NA,11776.11932,NA
5229,5229,2,1601.8335,1005.96632,3.375,4965.684376,NA,NA,2798.613716,NA,NA
5230,5230,1,40269.805,25109.16052,2.47,NA,114366.2473,NA,42012.4995,NA,NA
5231,5231,2,6562.745,7356.780307,NA,NA,12600.47433,NA,NA,12729.76863,NA
5232,5232,2,847.516,877.4164034,NA,NA,NA,NA,NA,NA,1033.613373
5233,5233,2,5821.08,3956.459762,NA,NA,19791.67265,NA,7854.94805,NA,NA
5234,5234,3,45908.23,28624.85059,NA,141856.4364,NA,NA,47196.10791,96518.13933,NA
5235,5235,2,5584.76,15172.97185,2.96,NA,NA,17591.99112,NA,15179.98924,NA
5236,5236,1,28604.44,33444.5259,3.47,NA,NA,92106.30303,30222.19621,NA,NA
5237,5237,3,10774.17,10701.6422,NA,NA,29952.18961,NA,NA,29803.31505,NA
5238,5238,1,36079.715,61905.56087,3.72,NA,NA,NA,NA,0,NA
5239,5239,1,27168.75,23102.88946,NA,NA,NA,NA,NA,NA,NA
5240,5240,1,6628.005,5095.780219,3.625,NA,NA,NA,NA,0,NA
5241,5241,2,0,NA,NA,NA,NA,NA,NA,NA,NA
5242,5242,2,4219.722,6032.669078,NA,NA,NA,NA,NA,NA,NA
5243,5243,1,18629.06,17687.05406,NA,NA,NA,58308.95379,NA,51291.9442,NA
5244,5244,1,0,NA,NA,NA,NA,NA,NA,NA,NA
5245,5245,2,1068.219,1221.407234,NA,2948.28407,NA,NA,NA,NA,NA
5246,5246,2,2897.6225,1162.613685,NA,10025.77376,NA,NA,NA,8043.013387,NA
5247,5247,3,4499.225,5612.780116,NA,12417.86073,NA,NA,NA,NA,NA
5248,5248,2,16950.94,10569.30578,3.145,48818.70876,NA,NA,16932.99793,NA,NA
5249,5249,1,1238.0995,809.2059618,NA,NA,5348.590138,NA,NA,NA,NA
5250,5250,2,4337.9165,6303.280398,NA,NA,NA,NA,NA,11336.62256,NA
5251,5251,3,9228.445,11852.15567,3.68,33130.10909,NA,NA,NA,0,NA
5252,5252,2,2909.368,4227.504321,NA,NA,NA,NA,NA,7603.282387,NA
5253,5253,1,17918.715,25240.43319,NA,NA,NA,NA,NA,NA,NA
5254,5254,2,0,NA,NA,NA,NA,NA,NA,NA,NA
5255,5255,2,16233.835,19617.58692,2.58,NA,NA,NA,16700.13028,NA,NA
5256,5256,2,16752.16,40468.62914,NA,NA,44393.23053,NA,14452.0826,NA,NA
5257,5257,2,17432.95,9888.619213,NA,NA,48463.60664,NA,NA,NA,NA
5258,5258,1,5592.725,10871.89469,NA,NA,10738.03469,NA,NA,10848.21837,NA
5259,5259,1,26565.885,39746.55781,NA,104403.9268,NA,NA,NA,NA,23778.29771
5260,5260,2,22991.855,9880.835455,NA,90357.98374,NA,NA,NA,49665.37939,22564.74184
5261,5261,2,17871.625,19666.25889,NA,63086.83971,NA,NA,18775.4964,39107.11857,NA
5262,5262,2,19651,19774.75636,NA,NA,NA,73101.72128,NA,39798.37649,18818.42657
5263,5263,2,0,NA,NA,NA,NA,NA,NA,NA,NA
5264,5264,2,908.1405,1285.730365,NA,NA,NA,NA,NA,NA,NA
5265,5265,2,11117.915,7923.127838,3.965,NA,NA,36133.21759,NA,25859.01415,NA
5266,5266,1,4254.2755,2971.331124,NA,NA,NA,NA,NA,NA,NA
5267,5267,1,0,NA,NA,NA,NA,NA,NA,NA,NA
5268,5268,1,1362.8495,568.5720085,NA,NA,NA,4333.862188,NA,3496.492352,NA
5269,5269,2,51125.1,66181.29564,NA,NA,168712.7567,NA,48689.51473,121882.4397,NA
5270,5270,1,1161.9475,484.756968,NA,NA,3520.701384,NA,NA,2711.887074,NA
5271,5271,1,56925.9,73690.46149,NA,NA,187855.5078,NA,52157.61861,NA,NA
5272,5272,1,27378.575,20382.58119,NA,NA,67625.07907,84599.79527,NA,NA,NA
5273,5273,1,48157.29,40379.58701,NA,NA,178181.968,NA,46814.54986,105092.1839,NA
5274,5274,1,1447.1765,932.635801,13.485,4486.247248,NA,NA,NA,NA,NA
5275,5275,1,26232.075,16356.31037,2.345,NA,NA,NA,27090.18526,55296.46985,NA
5276,5276,1,9215.08,8716.514139,NA,NA,NA,25065.02066,9321.841239,NA,NA
5277,5277,2,2928.6735,3030.548343,NA,NA,NA,9313.18148,NA,NA,NA
5278,5278,1,2287.696,1436.694288,3.5,NA,NA,7046.104164,NA,4818.301389,NA
5279,5279,2,8120.69,6905.412262,NA,NA,NA,NA,NA,NA,NA
5280,5280,3,14417,30566.68641,NA,50026.98835,NA,NA,NA,NA,NA
5281,5281,1,25633.595,19083.49466,NA,NA,NA,NA,NA,67685.06265,NA
5282,5282,2,56607.6,35296.14724,NA,NA,NA,158501.2426,NA,NA,NA
5283,5283,2,54716.4,34116.95886,NA,173998.2056,NA,NA,NA,NA,NA
5284,5284,2,16773.61,15929.35724,2.11,60217.25309,NA,NA,NA,NA,NA
5285,5285,1,4994.3205,3421.367953,NA,NA,NA,0,NA,NA,NA
5286,5286,1,29436.835,NA,NA,NA,62994.82911,98319.03235,NA,NA,NA
5287,5287,1,44493.39,54344.41503,NA,134370.0334,NA,NA,NA,NA,NA
5288,5288,1,0,NA,NA,NA,NA,NA,NA,NA,NA
5289,5289,1,2803.783,3850.108389,NA,NA,7065.533704,9476.787269,NA,NA,NA
5290,5290,2,2932.0695,2099.217125,NA,NA,NA,9910.395222,NA,NA,NA
5291,5291,2,0,NA,NA,NA,NA,NA,NA,NA,NA
5292,5292,2,2242.5365,1465.69294,NA,6839.735918,NA,NA,NA,5598.147435,NA
5293,5293,1,3410.9555,NA,NA,9687.113507,NA,NA,NA,NA,NA
5294,5294,1,21753.135,11917.64612,3.205,NA,NA,NA,NA,55227.09024,NA
5295,5295,1,1193.418,928.4694098,4.935,NA,NA,3783.134418,NA,2459.978094,NA
5296,5296,1,665.2995,660.8209492,NA,NA,NA,2082.38724,NA,1747.183881,NA
5297,5297,1,1172.2835,644.5351306,NA,3575.464407,NA,NA,NA,3020.759102,NA
5298,5298,1,0,NA,NA,NA,NA,NA,NA,NA,NA
5299,5299,1,29885.125,47856.25468,NA,NA,NA,NA,NA,NA,NA
5300,5300,2,7798.715,8491.39479,NA,25033.88144,NA,NA,NA,NA,NA
5301,5301,1,12225.82,6698.024004,3.51,36310.69096,NA,NA,11918.2752,NA,NA
5302,5302,2,24286.695,29348.97134,2.86,69945.68461,NA,NA,NA,51947.65576,NA
5303,5303,2,8633.45,6495.858768,NA,NA,NA,30821.41138,NA,22493.69803,8174.176736
5304,5304,1,2330.2195,1523.001387,NA,NA,6314.89434,NA,NA,5817.034438,NA
5305,5305,2,17634.505,42600.12578,NA,NA,75652.02486,NA,19738.64198,35714.44925,NA
5306,5306,1,6568.535,4436.171317,3.325,NA,28047.64461,NA,7524.056059,23003.01045,NA
5307,5307,2,0,NA,NA,NA,NA,NA,NA,NA,NA
5308,5308,1,5075.045,6435.043909,NA,NA,NA,15326.63747,NA,NA,NA
5309,5309,1,4928.002,6147.679257,3,NA,17691.52716,NA,6110.398928,10195.95761,NA
5310,5310,2,5745.175,5456.010664,3.565,17178.0807,NA,NA,NA,NA,NA
5311,5311,2,1113.375,2476.639275,NA,NA,NA,3997.017047,NA,NA,NA
5312,5312,1,3524.2575,5120.97978,NA,NA,8881.12876,NA,NA,NA,NA
5313,5313,1,50362.1,51715.39487,NA,NA,NA,134970.3627,NA,118325.4018,51202.34503
5314,5314,1,3581.6575,2249.314045,NA,9885.375132,NA,NA,NA,11870.42843,NA
5315,5315,2,5434.34,5643.841409,3.415,17824.63054,NA,NA,NA,13642.12868,NA
5316,5316,2,46704.245,32598.75744,NA,NA,NA,125167.3812,NA,NA,48372.91192
5317,5317,1,19220.13,22158.1477,NA,NA,53431.9562,NA,NA,NA,NA
5318,5318,1,3936.042,4990.813246,NA,0,NA,NA,NA,10691.43029,NA
5319,5319,1,2451.326,1691.109277,NA,NA,5638.049704,9462.118199,NA,NA,NA
5320,5320,2,5715.94,3131.528606,8.2,18633.9681,NA,NA,8008.484111,NA,NA
5321,5321,1,2935.061,2283.453942,3.715,NA,NA,9304.144118,NA,6444.968229,NA
5322,5322,1,1202.282,1499.846246,3.125,NA,NA,3703.029151,NA,2532.223493,NA
5323,5323,1,22974.035,17749.26997,4.065,NA,NA,NA,NA,53186.74386,NA
5324,5324,2,21832.14,46288.15062,NA,NA,96061.42583,NA,NA,NA,NA
5325,5325,1,0,NA,NA,NA,NA,NA,NA,NA,NA
5326,5326,2,8997.76,8425.704935,NA,NA,NA,NA,NA,NA,NA
5327,5327,2,3967.68,NA,NA,NA,NA,0,NA,0,NA
5328,5328,2,0,NA,NA,NA,NA,NA,NA,NA,NA
5329,5329,2,15167.935,19489.06239,5.17,0,NA,NA,NA,0,NA
5330,5330,1,45914.845,NA,NA,NA,NA,NA,NA,134119.6597,NA
5331,5331,2,47985.48,117797.5333,NA,NA,NA,128601.08,NA,NA,51263.88626
5332,5332,2,20754.405,35610.3976,4.485,NA,NA,67451.80923,NA,46501.86629,NA
5333,5333,2,34707.515,21640.94321,2.645,113146.4997,NA,NA,NA,79796.49197,NA
5334,5334,1,1306.4545,2822.909564,NA,NA,NA,NA,NA,3771.510314,NA
5335,5335,1,4275.0505,2684.771005,NA,NA,NA,14235.91742,NA,NA,NA
5336,5336,2,38784.855,45347.54103,2.55,NA,117905.9607,NA,35923.53521,NA,NA
5337,5337,2,1413.748,589.8065017,NA,NA,3831.257558,NA,NA,NA,NA
5338,5338,1,1253.5305,807.8401301,3.7,3509.884967,NA,NA,NA,NA,NA
5339,5339,1,8178.605,11028.44502,NA,NA,NA,NA,NA,NA,NA
5340,5340,2,6989.355,7177.849538,NA,NA,NA,NA,NA,NA,NA
5341,5341,2,22617.335,14102.43313,3.31,NA,64233.22489,NA,NA,NA,NA
5342,5342,1,3967.9615,NA,NA,NA,NA,0,NA,0,NA
5343,5343,2,2474.896,1937.147429,NA,9132.366685,NA,NA,NA,6191.549676,NA
5344,5344,2,13019.005,19478.39028,NA,45957.09078,NA,NA,NA,28488.49945,14335.63664
5345,5345,2,3054.978,1225.749455,NA,NA,NA,9714.829864,NA,NA,NA
5346,5346,2,29430.835,35946.94785,NA,NA,NA,NA,NA,NA,NA
5347,5347,1,5250.12,3297.124229,2.685,NA,NA,17482.90195,6790.460979,17400.09461,NA
5348,5348,2,24589.765,28750.53777,NA,78195.45802,NA,NA,NA,56779.04674,NA
5349,5349,1,3748.6985,5933.254702,NA,NA,NA,NA,NA,NA,NA
5350,5350,1,1077.3315,1753.108645,NA,NA,NA,NA,NA,NA,NA
5351,5351,2,2797.182,4427.241269,NA,7943.996773,7048.898545,NA,NA,7310.098261,NA
5352,5352,2,32000.405,27211.47453,NA,NA,NA,NA,NA,84496.50213,NA
5353,5353,2,12752.16,14856.63631,NA,NA,NA,35833.57657,NA,26765.67708,NA
5354,5354,1,0,NA,NA,NA,NA,NA,NA,NA,NA
5355,5355,3,0,NA,NA,NA,NA,NA,NA,NA,NA
5356,5356,1,21564.62,12617.13712,NA,NA,NA,65125.14706,NA,50625.59557,NA
5357,5357,2,20617.97,14390.98678,NA,NA,65977.50342,NA,NA,0,17465.50366
5358,5358,2,57183.25,47947.79669,NA,NA,NA,NA,NA,0,NA
5359,5359,1,5228.455,3283.518225,NA,NA,18770.15493,NA,6340.612989,10147.6,NA
5360,5360,1,5073.135,3080.662388,NA,15117.93641,NA,NA,NA,9840.362445,NA
5361,5361,1,26473.595,17375.37959,NA,NA,NA,NA,NA,69903.06021,NA
5362,5362,2,27703.33,19336.44688,NA,NA,NA,83109.99466,NA,NA,25669.82902
5363,5363,2,6232.795,4441.771676,2.125,NA,NA,NA,NA,NA,NA
5364,5364,2,11397.79,6244.378287,NA,NA,NA,31001.98297,NA,36977.29663,NA
5365,5365,2,41462.36,53672.92902,NA,134338.0447,NA,NA,34285.52781,0,NA
5366,5366,1,6202.17,3766.269643,NA,NA,12962.53195,20219.06897,NA,12030.35376,NA
5367,5367,1,2615.826,1872.802464,NA,7428.94641,NA,NA,NA,6836.146815,NA
5368,5368,2,3904.872,2907.067618,NA,11792.71297,8356.425747,NA,NA,7574.284781,NA
5369,5369,2,15390.405,11045.41363,NA,53404.7122,NA,NA,NA,NA,NA
5370,5370,2,3698.345,1483.887721,NA,NA,10984.08439,NA,NA,10045.77563,NA
5371,5371,2,13063.535,16777.59349,3.265,NA,NA,NA,NA,29269.87574,NA
5372,5372,1,4189.7495,1681.05405,NA,14496.53293,NA,NA,NA,11380.57251,NA
5373,5373,1,4514.1215,3436.561382,NA,13768.07105,NA,NA,NA,NA,NA
5374,5374,1,21474.925,15304.00327,6.56,NA,NA,NA,NA,NA,NA
5375,5375,1,4428.3445,6269.577734,NA,NA,NA,NA,NA,NA,NA
5376,5376,2,3857.013,2604.898893,NA,NA,14270.94744,NA,NA,NA,NA
5377,5377,2,2517.369,3129.094911,NA,NA,5789.94818,NA,NA,NA,NA
5378,5378,2,0,NA,NA,NA,NA,NA,NA,NA,NA
5379,5379,1,18780.01,17435.74514,NA,NA,NA,NA,NA,NA,NA
5380,5380,1,939.359,993.6173427,NA,NA,NA,NA,NA,NA,NA
5381,5381,2,1090.8295,641.4053825,NA,NA,NA,3916.077932,NA,0,NA
5382,5382,2,3325.6225,4133.755925,NA,NA,NA,NA,NA,NA,NA
5383,5383,2,11758.06,11166.25073,12.51,42211.4299,NA,NA,NA,NA,NA
5384,5384,1,21211.375,15223.01589,NA,NA,NA,66391.60356,NA,58674.52926,NA
5385,5385,2,10152.69,21996.82693,NA,NA,25990.886,NA,12126.47178,22216.35827,NA
5386,5386,1,3187.155,3987.516661,NA,9720.822422,NA,NA,NA,0,NA
5387,5387,2,1163.375,485.3524588,NA,3210.915069,NA,NA,NA,NA,NA
5388,5388,2,5268.555,3199.332772,NA,NA,10115.62654,13961.67205,NA,10219.42365,NA
5389,5389,2,2033.4045,3189.593069,NA,NA,NA,6466.225984,NA,NA,NA
5390,5390,2,12141.81,6651.99835,NA,36425.43542,NA,NA,NA,NA,NA
5391,5391,1,5312.385,NA,NA,NA,13121.59368,16415.27307,NA,NA,NA
5392,5392,1,3680.8685,NA,NA,NA,NA,12441.33525,NA,NA,NA
5393,5393,1,14912.81,17373.85282,NA,NA,NA,40562.8431,NA,43990.46847,NA
5394,5394,2,3476.142,1653.515778,NA,12027.45082,NA,NA,NA,NA,NA
5395,5395,2,0,NA,NA,NA,NA,NA,NA,NA,NA
5396,5396,2,1290.792,1342.674326,3.33,NA,NA,NA,1722.429634,2718.640708,NA
5397,5397,1,1477.9655,3193.500847,NA,NA,NA,NA,NA,4266.633808,NA
5398,5398,1,2679.687,3330.856552,NA,7610.310463,6752.810692,NA,NA,NA,NA
5399,5399,1,25996.57,15210.20588,NA,NA,107885.7638,NA,NA,0,NA
5400,5400,1,13016.395,5593.845142,NA,NA,33321.97381,NA,NA,NA,14406.07775
5401,5401,2,3375.8375,3511.527121,2.675,NA,NA,11241.53902,4185.816916,7560.161652,NA
5402,5402,2,2253.563,NA,NA,NA,NA,NA,NA,NA,NA
5403,5403,1,0,NA,NA,NA,NA,NA,NA,NA,NA
5404,5404,2,17457.835,12529.1691,NA,60578.68835,NA,NA,NA,NA,NA
5405,5405,1,33377.34,48171.44685,NA,NA,NA,NA,NA,NA,NA
5406,5406,1,65898.65,84652.87518,NA,203626.7831,NA,NA,NA,140581.3101,NA
5407,5407,2,0,NA,NA,NA,NA,NA,NA,NA,NA
5408,5408,2,12015.03,6582.539232,3.185,35684.63589,NA,NA,NA,34850.15221,NA
5409,5409,1,11643.18,12053.94959,NA,29457.24221,NA,NA,NA,NA,10603.10999
5410,5410,1,0,NA,NA,NA,NA,NA,NA,NA,NA
5411,5411,1,4928.002,3328.209559,3.7,NA,17691.52716,NA,6373.835409,11056.75949,NA
5412,5412,2,3188.943,7396.841851,NA,NA,NA,10140.83885,NA,7745.116878,NA
5413,5413,1,2681.5565,3796.503894,NA,NA,NA,NA,NA,NA,NA
5414,5414,2,0,NA,NA,NA,NA,NA,NA,NA,NA
5415,5415,2,3110.1645,2748.499405,NA,NA,NA,9890.322724,NA,0,NA
5416,5416,2,23625.62,29719.4501,NA,81980.89475,NA,NA,NA,NA,NA
5417,5417,1,8424.18,9814.412055,4.25,NA,NA,NA,10496.00694,0,NA
5418,5418,2,0,NA,NA,NA,NA,NA,NA,NA,NA
5419,5419,1,2449.406,2384.01909,NA,NA,NA,NA,NA,NA,NA
5420,5420,2,3054.415,3821.443137,NA,NA,9071.612913,NA,NA,NA,NA
5421,5421,2,19898.3,26319.02612,2.64,71434.90039,NA,NA,NA,NA,NA
5422,5422,2,5760.3,3186.394756,NA,NA,NA,17280.90733,NA,NA,5466.62774
5423,5423,1,7770.88,8541.241617,NA,NA,NA,NA,NA,15073.18824,NA
5424,5424,2,4315.5605,4431.527558,NA,NA,17305.39843,NA,4183.259832,NA,NA
5425,5425,1,3994.6265,3041.07418,NA,13821.40734,NA,NA,NA,11087.99848,NA
5426,5426,2,59445.35,42363.45932,NA,NA,NA,NA,NA,137620.8302,NA
5427,5427,2,22486.165,28511.95027,NA,NA,NA,67908.21189,NA,NA,NA
5428,5428,2,1093.9005,714.959365,NA,NA,NA,3478.603886,NA,NA,NA
5429,5429,2,25595.22,23763.12456,NA,NA,NA,NA,NA,67583.72933,NA
5430,5430,1,3729.6255,2670.227919,NA,NA,8578.139049,14396.3551,NA,NA,NA
5431,5431,2,32989.07,23025.80168,NA,NA,NA,98967.21289,27916.0684,NA,NA
5432,5432,1,48706.69,64423.22279,2.715,NA,NA,NA,NA,112798.65,NA
5433,5433,1,35991.625,46591.07682,NA,0,NA,NA,30759.12124,NA,NA
5434,5434,2,11622.935,14374.52538,3.77,NA,NA,31614.38383,12269.63362,NA,NA
5435,5435,2,2823.2505,4102.370341,NA,8130.961716,6493.476371,NA,NA,7378.225496,NA
5436,5436,2,58824.35,49323.84711,NA,187061.416,NA,NA,NA,NA,NA
5437,5437,1,51534.3,126509.4079,NA,NA,170063.2163,NA,46752.08121,NA,NA
5438,5438,1,12159.695,11547.67148,6.265,NA,NA,39519.00677,NA,28160.34269,NA
5439,5439,2,3092.6,4246.70655,NA,8782.983516,7793.35157,NA,NA,NA,NA
5440,5440,2,876.821,1299.21643,NA,NA,NA,NA,NA,NA,NA
5441,5441,1,54681.4,134235.0359,NA,NA,NA,146546.1127,NA,NA,60424.53598
5442,5442,2,67026.15,86101.2624,NA,NA,184321.8924,NA,65828.72197,NA,NA
5443,5443,1,881.725,804.7968946,NA,NA,NA,NA,NA,NA,NA
5444,5444,1,3830.453,2241.140983,NA,NA,15896.37961,NA,NA,10404.61922,NA
5445,5445,2,39884.82,46633.62979,2.28,NA,NA,133614.153,37861.77213,90762.93993,NA
5446,5446,2,31836.485,38885.22174,NA,101876.7594,78636.12366,NA,NA,84063.6842,NA
5447,5447,1,14489.555,16880.74923,NA,43468.66662,NA,NA,19071.12687,NA,NA
5448,5448,1,11222.905,6148.566786,NA,NA,42198.12012,NA,NA,32552.55774,NA
5449,5449,2,1208.752,NA,NA,NA,NA,NA,NA,NA,NA
5450,5450,2,48109.575,29997.44081,NA,NA,178005.4367,NA,49469.33541,103787.5228,NA
5451,5451,1,18392.695,10761.29081,NA,63822.64429,NA,NA,NA,51450.37572,NA
5452,5452,1,14036.29,18026.91164,9.3,50390.28896,NA,NA,NA,33396.29687,NA
5453,5453,2,6984.775,7829.86991,NA,NA,13410.76812,NA,NA,13548.37689,NA
5454,5454,2,25636.565,36999.66165,NA,NA,NA,NA,NA,NA,NA
5455,5455,1,42809.355,43959.71799,NA,149832.7387,NA,NA,NA,102057.7127,42681.69688
5456,5456,1,56862.45,47678.8211,NA,175705.009,NA,NA,NA,119548.4743,NA
5457,5457,1,1925.3845,3599.820617,3.11,5391.076722,NA,NA,NA,6742.696891,NA
5458,5458,2,2249.5105,3333.178548,NA,NA,NA,NA,NA,NA,NA
5459,5459,1,35790.46,45976.14702,3.545,NA,NA,NA,32448.69458,NA,NA
5460,5460,2,52188.6,71291.94305,NA,NA,172222.3372,NA,49996.05224,NA,NA
5461,5461,1,21360.99,27434.07179,3.75,NA,NA,NA,NA,NA,NA
5462,5462,2,27398.62,17982.50037,NA,87675.5841,NA,NA,NA,NA,NA
5463,5463,2,1050.511,1092.735522,2.91,NA,NA,NA,1516.332111,2084.55817,NA
5464,5464,2,3649.96,2465.062125,NA,NA,14088.84479,NA,4576.332286,NA,NA
5465,5465,1,54078.05,29914.04509,NA,NA,NA,162234.0861,NA,136644.805,49902.39178
5466,5466,2,1489.7465,621.5124927,NA,4111.700254,NA,NA,NA,3437.1827,NA
5467,5467,1,21615.085,30447.16732,NA,NA,NA,NA,NA,NA,NA
5468,5468,3,41750.44,NA,NA,146126.5476,NA,NA,NA,NA,42405.64875
5469,5469,1,17918.715,16779.4872,NA,NA,NA,NA,NA,NA,NA
5470,5470,2,4247.885,2020.615217,NA,NA,NA,11894.07843,NA,0,NA
5471,5471,1,31129.13,39223.45628,NA,NA,NA,NA,NA,NA,NA
5472,5472,1,29806.45,34849.92178,3.84,NA,NA,NA,NA,64471.8597,NA
5473,5473,1,4609.8425,7296.230927,NA,NA,10602.63805,NA,NA,NA,NA
5474,5474,1,2615.826,1872.802464,NA,0,NA,NA,NA,NA,NA
5475,5475,1,5937.695,4010.123838,NA,NA,NA,19772.52937,NA,NA,NA
5476,5476,2,3934.3035,2657.098359,3.065,10858.67724,NA,NA,NA,8140.01094,NA
5477,5477,1,40759.62,22546.77431,NA,142658.6698,NA,NA,NA,NA,43185.92376
5478,5478,1,25317.68,55547.85608,NA,93422.24443,NA,NA,NA,NA,NA
5479,5479,1,41050.705,NA,8.39,NA,NA,133414.7899,NA,NA,NA
5480,5480,1,47647.82,29709.52456,NA,151520.069,NA,NA,49720.44222,113348.5008,NA
5481,5481,1,1636.286,3855.973845,NA,4516.148872,NA,NA,NA,4323.510618,NA
5482,5482,1,1588.5425,2970.039197,NA,NA,NA,4892.710491,NA,5563.075551,NA
5483,5483,2,6945.3,6198.998207,NA,22988.94818,13334.979,NA,NA,13471.8101,NA
5484,5484,3,47149.45,95807.03614,NA,145691.8063,NA,NA,NA,NA,NA
5485,5485,2,3051.404,3792.901946,NA,8665.987537,0,NA,NA,NA,NA
5486,5486,1,33864.52,41362.27251,NA,102270.8577,NA,NA,NA,NA,NA
5487,5487,2,41766.84,23103.93329,NA,NA,NA,111935.1341,38038.78852,NA,NA
5488,5488,1,5356.52,7793.991432,NA,14783.99751,NA,NA,NA,12756.21881,NA
5489,5489,1,1029.5445,646.5633465,4.715,NA,NA,NA,NA,2100.508342,NA
5490,5490,2,3265.313,2885.60676,NA,NA,11559.20869,NA,NA,NA,NA
5491,5491,1,1427.5755,595.5752668,NA,NA,NA,4539.690823,NA,3662.551681,NA
5492,5492,1,19566.57,8408.806776,NA,NA,94115.19869,NA,18161.72188,NA,NA
5493,5493,1,15291.955,17815.56497,NA,NA,NA,42970.38698,20790.04778,35625.7586,NA
5494,5494,1,53921.75,29827.59195,NA,174706.4389,NA,NA,NA,136838.904,47235.5709
5495,5495,2,1377.7615,2161.153297,NA,NA,NA,NA,NA,3559.92203,NA
5496,5496,1,32573.58,20310.38508,3.17,NA,NA,NA,35565.56354,NA,NA
5497,5497,2,2670.74,1842.477558,NA,NA,6142.701831,10309.05612,NA,NA,NA
5498,5498,2,23184.015,47109.60388,2.405,66769.97034,NA,NA,NA,49375.64695,NA
5499,5499,1,4913.192,NA,NA,NA,NA,NA,NA,9530.125052,NA
5500,5500,1,1613.342,673.0756748,NA,4452.823484,NA,NA,NA,NA,NA
5501,5501,2,0,NA,NA,NA,NA,NA,NA,NA,NA
5502,5502,1,1727.4885,1129.064275,NA,NA,7566.399626,NA,NA,4060.523522,NA
5503,5503,2,1050.511,677.0038595,3.14,NA,NA,NA,NA,2084.55817,NA
5504,5504,2,6474.865,10114.62506,NA,NA,NA,17805.87387,NA,NA,8003.782106
5505,5505,2,3213.4805,2300.693519,NA,NA,0,NA,NA,8398.044628,NA
5506,5506,1,1195.093,979.4020381,NA,NA,NA,NA,NA,NA,NA
5507,5507,1,3110.1645,7214.112573,NA,NA,11009.9819,NA,NA,8448.882819,NA
5508,5508,1,64839.6,54367.58862,NA,NA,NA,186738.0044,64566.04247,149073.5185,NA
5509,5509,1,1619.3735,1327.108017,NA,NA,NA,NA,NA,NA,NA
5510,5510,1,54953.2,34264.60172,NA,169805.4031,NA,NA,56494.82206,NA,NA
5511,5511,3,2857.801,4372.497487,NA,NA,NA,9087.807479,NA,6940.858852,NA
5512,5512,3,40942.83,NA,NA,NA,0,NA,NA,0,NA
5513,5513,2,7191.755,8061.893921,NA,23804.71309,13808.17194,NA,NA,13949.8585,NA
5514,5514,2,10602.92,11011.67952,NA,31490.67023,NA,NA,NA,NA,NA
5515,5515,1,4086.1145,5945.489801,NA,NA,NA,NA,NA,NA,NA
5516,5516,1,0,NA,NA,NA,NA,NA,NA,NA,NA
5517,5517,2,7631.475,7900.711767,NA,24497.03058,NA,NA,9992.446106,21191.63234,NA
5518,5518,1,1274.394,1999.011274,NA,3517.327479,NA,NA,NA,2940.315785,NA
