ID,SDMVPSU,SDMVSTRA,WTMEC8YR,WTDR8YR,WTSVOC8Y,WTSHM8YR,WTSPO8YR,WTSAU8YR,WTSAF8YR,WTSCI8YR,WTSPH8YR
24560,24560,2,36014.37595,33734.08163,NA,NA,7091.479513,NA,NA,NA,5004.995229
24561,24561,2,34230.51864,NA,NA,NA,7007.784936,NA,NA,NA,5359.980547
24562,24562,2,43971.08538,36838.34789,NA,NA,18300.53279,NA,NA,NA,24912.02397
24563,24563,2,10069.6514,NA,NA,NA,3880.894371,NA,NA,10006.70726,6830.71569
24564,24564,1,5273.681388,NA,0.5,NA,515.8618044,NA,NA,3822.515181,410.4288705
24565,24565,2,40585.31612,NA,NA,25304.7725,17801.98958,NA,NA,28235.70551,12230.88865
24566,24566,2,39881.23761,NA,0.5,NA,5894.327948,NA,NA,34485.12755,4239.08195
24567,24567,1,2060.938928,NA,NA,1324.105,NA,NA,NA,1496.750736,NA
24568,24568,2,28616.49457,NA,0.5,20284.91,4458.266424,18933.7928,17155.70766,NA,3704.141496
24569,24569,1,39485.01386,NA,0.5,NA,8073.339258,NA,30157.30535,NA,22609.03847
24570,24570,1,6118.391942,NA,NA,NA,2244.451664,NA,NA,NA,2453.955855
24571,24571,1,22902.92015,NA,NA,19163.25,3429.451003,NA,NA,17286.97361,2794.942084
24572,24572,1,82408.7053,NA,0.5,NA,38919.10759,46957.4061,NA,67159.45378,49598.81159
24573,24573,1,85780.66721,NA,NA,49710.525,17891.28526,NA,74394.04629,NA,12627.23768
24574,24574,2,99870.56711,NA,NA,54019.2,40483.01511,NA,80842.14578,NA,33047.65308
24575,24575,2,59586.18666,NA,NA,34948.35,12396.79313,NA,NA,42639.07344,8749.357644
24576,24576,1,95591.31065,74369.19039,NA,58835.575,14485.58937,53817.1489,NA,NA,11290.39616
24577,24577,1,7954.831194,NA,NA,NA,1000.18688,NA,NA,6982.384106,2443.92305
24578,24578,1,2577.743419,NA,NA,NA,432.0729001,NA,NA,NA,NA
24579,24579,2,10922.72309,NA,NA,NA,NA,NA,NA,NA,NA
24580,24580,2,13295.13462,NA,NA,NA,8483.311004,NA,NA,12781.0513,NA
24581,24581,1,4909.730875,3670.223661,NA,NA,NA,NA,NA,NA,NA
24582,24582,2,40121.29543,34880.07099,0.5,NA,4494.671193,25663.2477,NA,NA,8351.892764
24583,24583,1,82419.70437,74173.00964,NA,NA,36847.62408,NA,NA,NA,30079.96054
24584,24584,1,5351.855226,4165.20748,0.5,NA,523.039906,NA,NA,NA,416.1398963
24585,24585,1,9065.234041,NA,NA,5520.95,6304.875827,NA,7206.733851,NA,5051.009249
24586,24586,2,29787.47874,29047.50178,NA,NA,15653.17356,NA,NA,NA,12778.21447
24587,24587,1,16454.31298,NA,NA,NA,3166.602054,NA,NA,NA,NA
24588,24588,1,13365.23336,11880.1574,NA,8366.0575,3473.451091,NA,NA,NA,2386.440758
24589,24589,2,2524.375153,NA,NA,1731.975,618.7542785,NA,2165.995406,NA,454.4202621
24590,24590,2,10323.8142,NA,NA,6256.6,4854.349732,NA,NA,NA,7082.85484
24591,24591,1,18669.24543,NA,NA,0,NA,NA,NA,0,NA
24592,24592,2,39297.31442,NA,0.5,23391.065,5387.301359,NA,30013.94693,NA,4156.64523
24593,24593,1,9501.990569,7793.98785,NA,6014.3,1285.157345,NA,NA,NA,1066.059032
24594,24594,1,7231.448419,NA,NA,NA,2643.869216,NA,NA,NA,3546.0003
24595,24595,2,47637.06032,NA,NA,28670.75,8052.881935,NA,NA,51001.85179,6013.659712
24596,24596,1,44744.59741,34253.67868,NA,NA,29365.49684,NA,NA,NA,NA
24597,24597,2,13779.86081,10451.64006,NA,NA,5273.99292,NA,NA,NA,5278.96366
24598,24598,2,3295.235381,NA,NA,NA,479.614909,NA,NA,NA,965.8221763
24599,24599,1,18611.90668,NA,NA,11863.05,5037.811863,NA,NA,16547.71789,3461.237613
24600,24600,2,5245.627169,NA,NA,NA,1010.885224,NA,NA,NA,832.7026891
24601,24601,1,6988.959433,NA,NA,4595.3,NA,NA,5049.973117,NA,NA
24602,24602,1,25663.53225,22186.1739,NA,NA,6230.540259,NA,NA,NA,5077.780426
24603,24603,1,123109.2056,NA,NA,NA,63662.0776,NA,NA,109418.4933,NA
24604,24604,1,49556.17158,37867.93355,NA,27235.9,9647.203146,NA,NA,NA,6808.763338
24605,24605,2,35353.92985,NA,NA,21564.71,4620.506487,NA,NA,24828.23921,3765.631297
24606,24606,1,9065.234041,6618.398854,NA,NA,1463.824586,NA,NA,NA,1214.266429
24607,24607,2,37132.97827,NA,0.5,NA,6348.102935,NA,NA,30754.89677,15824.60799
24608,24608,2,2209.219032,NA,NA,NA,640.4750295,NA,1644.293186,NA,674.4365925
24609,24609,2,82500.2076,65508.41839,NA,45015.675,12414.61431,NA,NA,NA,8761.935404
24610,24610,1,42636.57989,NA,0.5,0,6758.267131,NA,36288.19846,NA,5267.546337
24611,24611,2,23916.79713,NA,NA,NA,5109.163134,NA,23232.06233,NA,7821.24874
24612,24612,1,5525.507239,4069.246009,NA,NA,4092.305107,NA,NA,NA,4729.347981
24613,24613,1,9048.363333,NA,NA,5127.3,1174.431808,NA,NA,8608.343779,971.9341158
24614,24614,2,69515.37663,NA,NA,NA,NA,NA,NA,NA,NA
24615,24615,1,10433.70028,NA,NA,NA,NA,NA,NA,NA,NA
24616,24616,2,16910.37427,NA,NA,NA,9296.960287,NA,NA,13603.26416,9899.810515
24617,24617,2,63775.08366,NA,NA,NA,31224.18468,NA,NA,43607.65481,25489.35696
24618,24618,1,4082.937985,NA,NA,NA,3123.246411,NA,NA,NA,4557.047221
24619,24619,1,5626.917968,NA,0.5,3111.36,967.9694781,NA,4469.642629,NA,746.8499431
24620,24620,2,76894.56309,NA,NA,41896.25,40862.3162,NA,55990.04097,NA,33357.28937
24621,24621,2,7255.592779,5297.205424,NA,4418.85,1171.609585,NA,NA,NA,NA
24622,24622,1,4346.330001,NA,NA,NA,2325.852471,NA,NA,2994.981796,2298.864382
24623,24623,1,3682.828521,NA,0.5,2360.57,386.4265929,NA,NA,2957.276774,300.3238598
24624,24624,1,1689.4127,NA,NA,NA,748.9593734,NA,NA,NA,633.574368
24625,24625,1,6373.762579,NA,NA,NA,3677.248474,NA,4605.453785,NA,3561.471393
24626,24626,1,105624.0744,84567.58996,0.5,NA,26751.14614,61197.2049,NA,NA,20850.44866
24627,24627,1,14200.65451,NA,NA,8741.925,6670.251833,NA,NA,11921.83843,NA
24628,24628,1,5789.576207,NA,NA,NA,4112.332521,NA,NA,4196.450509,3094.970193
24629,24629,1,6554.513412,4947.602744,0.5,3800.1,837.5287717,NA,NA,NA,NA
24630,24630,1,72126.04218,NA,NA,NA,9945.377387,49848.1478,NA,61447.04347,20688.85234
24631,24631,1,25175.84454,NA,NA,NA,4336.344738,16654.3136,NA,12951.64583,3910.195484
24632,24632,1,94185.73178,77859.07378,NA,0,14755.2085,NA,NA,NA,10413.87034
24633,24633,2,87042.18,NA,0.5,57849.8,NA,NA,NA,70857.75336,NA
24634,24634,2,29320.26875,NA,0.5,NA,3814.489017,NA,22393.82011,NA,2743.303678
24635,24635,2,37938.88549,NA,0.5,23501.7,5413.217368,NA,NA,27518.0189,15159.48182
24636,24636,1,5891.87418,NA,NA,NA,766.8847734,NA,NA,4805.210023,NA
24637,24637,1,6770.29764,NA,0.5,NA,5181.550471,NA,5440.788263,NA,NA
24638,24638,1,5403.311003,NA,0.5,3142.9,958.140898,NA,4707.756229,NA,1917.995883
24639,24639,1,7724.31548,NA,NA,NA,1004.431649,NA,5646.911327,NA,1767.888112
24640,24640,1,25663.53225,22186.1739,NA,NA,3396.969557,NA,NA,NA,NA
24641,24641,1,23090.40265,NA,0.5,NA,14499.31652,NA,23111.03608,NA,18390.54751
24642,24642,2,20755.00041,NA,NA,NA,4433.732593,NA,NA,16714.54659,6787.28092
24643,24643,1,3260.756979,NA,NA,1945.45,738.5307999,NA,2804.384888,NA,542.3855177
24644,24644,2,11208.58036,NA,NA,6263,2659.668677,NA,NA,8736.222816,1827.330101
24645,24645,1,8229.413505,5789.918269,NA,NA,4924.857643,5442.89602,NA,NA,4926.821575
24646,24646,1,4696.123741,3654.868997,0.5,NA,637.2455367,NA,NA,NA,1418.496443
24647,24647,1,46964.08674,NA,NA,NA,16859.55398,NA,NA,36100.22737,22950.45821
24648,24648,1,22420.20915,13801.51489,NA,NA,13117.667,NA,NA,NA,9782.319639
24649,24649,1,32630.71691,NA,0.5,21989.15,5521.448251,24195.2283,NA,28770.26938,4978.834323
24650,24650,2,3426.436454,NA,0.5,NA,813.0404842,NA,2491.848133,NA,641.0620644
24651,24651,1,23960.18295,18697.30511,NA,NA,3600.034628,NA,NA,NA,2991.081372
24652,24652,1,5945.291952,NA,0.5,NA,6125.723574,NA,NA,4722.925068,NA
24653,24653,2,28684.31778,NA,NA,NA,4188.195854,NA,20295.19724,NA,2955.927635
24654,24654,2,55442.93486,NA,NA,33729.65,9473.788963,NA,NA,NA,7074.752054
24655,24655,1,20554.30472,NA,0.5,NA,2916.661808,NA,NA,16445.17337,2630.030249
24656,24656,1,23606.49254,NA,NA,17643.1,3131.959657,NA,16782.86691,NA,2552.491883
24657,24657,2,18993.7733,NA,NA,NA,7821.526029,NA,NA,NA,7884.752592
24658,24658,1,3915.998375,NA,NA,NA,524.4977744,NA,3367.919391,NA,385.1972009
24659,24659,1,81981.67126,NA,NA,NA,11951.166,NA,71468.2289,NA,9315.009225
24660,24660,1,22844.81869,NA,0.5,NA,3023.868767,NA,NA,16248.72453,2464.399715
24661,24661,2,40239.25691,NA,0.5,NA,7104.080681,NA,32015.42083,NA,5481.249535
24662,24662,2,54071.63684,49074.60858,NA,34484.9,8934.632077,NA,NA,NA,6305.847861
24663,24663,1,6106.970927,NA,0.5,4358.85,1468.39876,NA,5085.718499,NA,2783.711789
24664,24664,1,7609.616936,NA,NA,NA,1317.769703,NA,NA,NA,1052.348606
24665,24665,2,5211.408795,NA,NA,NA,1890.907999,NA,NA,NA,1906.193458
24666,24666,2,5050.651248,NA,0.5,2792.7175,NA,NA,NA,3665.258035,NA
24667,24667,1,5646.526643,NA,0.5,3379.1175,2343.974765,NA,NA,4485.586653,4721.254635
24668,24668,2,38457.79499,NA,NA,NA,20561.8484,NA,NA,31035.3965,27990.29221
24669,24669,2,82500.2076,NA,0.5,49896.35,12414.61431,NA,NA,75460.84139,8761.935404
24670,24670,1,7258.492506,NA,NA,NA,1332.664478,NA,NA,NA,1019.302925
24671,24671,1,17483.07956,NA,NA,NA,5804.223703,NA,NA,12297.42727,4357.0527
24672,24672,1,81981.67126,NA,NA,51678.15,11335.17849,57740.518,NA,63298.36187,NA
24673,24673,1,3300.106301,3292.495438,NA,2330.375,832.5346808,NA,NA,NA,NA
24674,24674,2,7051.80939,NA,NA,NA,1217.478749,NA,NA,NA,972.2579456
24675,24675,2,4639.544613,3614.070785,0.5,NA,4776.441081,NA,NA,NA,3473.260726
24676,24676,2,32446.43378,29916.27251,NA,25034.1,8904.457448,17887.1238,NA,NA,7398.250172
24677,24677,1,12818.72585,10155.74203,NA,7688.15,8772.986114,NA,NA,NA,8781.254656
24678,24678,2,24121.4015,NA,NA,NA,NA,NA,NA,NA,NA
24679,24679,1,6850.704738,NA,NA,NA,1414.461343,NA,NA,NA,1165.142922
24680,24680,1,4289.956173,NA,NA,2635.9625,808.043368,NA,NA,3111.013729,593.0946437
24681,24681,2,5280.859647,NA,0.5,NA,890.1969262,NA,NA,3832.320288,745.6826904
24682,24682,1,10778.98682,NA,NA,NA,2602.354959,NA,NA,7449.815173,2158.695989
24683,24683,1,6861.599471,NA,NA,NA,1095.050115,NA,NA,NA,874.4885083
24684,24684,1,37720.85683,28876.74008,0.5,NA,7943.375305,NA,NA,NA,5712.715542
24685,24685,2,30538.32048,23378.23732,NA,18721.2525,12065.73923,NA,NA,NA,NA
24686,24686,2,6821.39616,5223.970156,0.5,3703.7125,NA,NA,NA,NA,NA
24687,24687,2,59114.50898,NA,NA,33075.3,8727.010874,NA,NA,46136.62212,6159.313823
24688,24688,2,82500.2076,65508.41839,NA,NA,12414.61431,NA,NA,NA,8761.935404
24689,24689,2,9814.952786,NA,NA,NA,4566.704747,NA,NA,NA,6124.938519
24690,24690,1,6070.933973,NA,0.5,3821.8,868.070271,NA,NA,5073.19232,690.6522207
24691,24691,1,4321.546063,NA,0.5,2745.66,1206.599296,NA,NA,3439.709267,937.747465
24692,24692,2,60694.11172,NA,NA,33986.9,9546.043219,NA,46238.75995,NA,7128.709446
24693,24693,1,26397.25093,22810.47455,0.5,NA,5483.776291,NA,NA,NA,4469.180962
24694,24694,1,5944.925588,4579.983639,0.5,0,775.2983152,NA,NA,NA,611.3033092
24695,24695,2,22384.1185,NA,NA,NA,9963.611623,NA,NA,NA,10081.38912
24696,24696,2,20881.10358,22962.42449,NA,0,NA,NA,NA,NA,NA
24697,24697,1,7174.371037,NA,0.5,4293.45,702.3578768,NA,5583.520906,NA,558.8084785
24698,24698,2,6530.472791,NA,NA,NA,NA,NA,NA,NA,NA
24699,24699,1,37747.16164,NA,0.5,NA,7944.677505,NA,30032.64368,NA,5713.652058
24700,24700,1,11552.3698,NA,NA,7035.7,1865.439199,NA,NA,10495.45201,1547.412318
24701,24701,2,77688.4234,NA,0.5,49886.475,46736.24371,NA,59056.88095,NA,43953.21399
24702,24702,2,51510.40793,44319.84539,NA,NA,23866.97303,NA,NA,NA,16397.84632
24703,24703,1,12953.51629,NA,NA,6761.55,4863.362248,NA,NA,8375.724016,3626.785467
24704,24704,1,37169.87329,NA,NA,22786.67,4980.375956,NA,NA,31044.9583,3581.786084
24705,24705,2,11319.28591,NA,NA,6285.275,4161.739037,NA,NA,7407.072833,3560.773988
24706,24706,1,5627.641951,NA,0.5,NA,2720.035759,NA,NA,4702.754148,1977.914772
24707,24707,1,23291.65871,19688.14456,NA,13864.475,5078.647166,NA,NA,NA,3933.4189
24708,24708,2,3759.812289,NA,NA,NA,865.7636824,NA,2949.303816,NA,920.1639672
24709,24709,1,4564.186068,3559.643315,0.5,NA,769.3869333,NA,NA,NA,1540.150278
24710,24710,2,40076.35723,NA,NA,NA,7753.035466,NA,NA,31278.06999,5471.905467
24711,24711,2,29892.24358,NA,0.5,0,6291.446161,NA,23783.06239,NA,4524.681371
24712,24712,1,5305.357466,NA,0.5,NA,1494.398617,NA,NA,4260.152305,2701.359246
24713,24713,1,4893.909624,NA,NA,2839.45,651.5887447,NA,NA,3599.122617,539.2406152
24714,24714,2,16616.90978,NA,NA,NA,3338.509393,NA,NA,NA,2553.495229
24715,24715,2,14868.03066,NA,NA,NA,5696.686825,NA,NA,NA,6228.433524
24716,24716,1,31482.35568,NA,NA,NA,16792.67577,NA,NA,NA,18360.15704
24717,24717,1,14117.83514,10607.03111,NA,9421.2625,3274.238532,NA,NA,NA,2668.446657
24718,24718,2,3079.881738,NA,NA,NA,516.2396787,NA,NA,NA,412.2602797
24719,24719,1,39335.99003,NA,0.5,25199.6525,6327.606244,NA,40503.25151,NA,5705.768074
24720,24720,1,65699.06892,NA,NA,NA,16783.00004,38616.2174,NA,57329.91652,13081.05002
24721,24721,1,80864.44327,NA,NA,47615.7,28199.61259,NA,NA,65257.51308,38387.37555
24722,24722,2,76763.2438,NA,0.5,50358.15,10841.65764,NA,63692.65123,NA,22553.33763
24723,24723,2,4264.56846,3779.305262,NA,NA,1303.020911,NA,NA,NA,1384.896266
24724,24724,2,2296.597273,NA,NA,NA,1018.13965,NA,NA,NA,861.2846143
24725,24725,2,28970.19955,23142.34896,NA,NA,15649.27596,16328.4874,NA,NA,NA
24726,24726,2,23022.51833,18018.88249,0.5,0,14593.09724,NA,NA,NA,14133.63789
24727,24727,1,4007.778422,NA,0.5,NA,952.8039087,NA,2920.202237,NA,1806.274661
24728,24728,1,52630.66586,NA,NA,31676.2,7329.476263,NA,NA,56348.17517,5473.441244
24729,24729,1,5127.339286,4206.52182,0.5,2982.3575,1220.613207,NA,NA,NA,NA
24730,24730,1,98374.1465,NA,NA,53677.2,14803.32138,NA,68072.82562,NA,10447.82725
24731,24731,2,28227.73062,NA,NA,NA,15843.51808,NA,NA,18821.28883,24801.44711
24732,24732,1,10558.65908,8092.312566,NA,NA,3988.928113,NA,NA,NA,3301.149793
24733,24733,2,53613.82276,NA,NA,NA,21386.06022,NA,NA,43602.82063,17458.16355
24734,24734,2,26948.96516,NA,NA,NA,13697.3685,NA,NA,NA,13808.09338
24735,24735,1,4653.224797,NA,0.5,NA,2134.371856,NA,NA,3369.770688,4299.070609
24736,24736,1,7645.116652,NA,NA,NA,1186.34552,NA,5811.634788,NA,924.6645442
24737,24737,2,9863.734786,NA,NA,NA,1817.715363,NA,NA,NA,1451.596758
24738,24738,2,6229.318575,5009.328066,NA,4095.825,3593.913633,NA,NA,NA,NA
24739,24739,1,28872.75603,NA,NA,NA,7652.841139,NA,22841.54757,NA,NA
24740,24740,1,105624.0744,NA,NA,NA,NA,NA,NA,NA,NA
24741,24741,1,57918.85614,42779.30705,NA,NA,8065.922675,NA,NA,NA,6023.398161
24742,24742,1,30652.12279,NA,NA,NA,7358.109921,NA,29322.44411,NA,5698.865797
24743,24743,2,14309.21473,NA,NA,NA,NA,NA,NA,NA,NA
24744,24744,2,14117.21234,NA,NA,NA,1854.955947,NA,10428.55605,NA,3264.88574
24745,24745,2,29974.79182,NA,NA,17637.3125,7277.219103,NA,28766.48586,NA,5930.805224
24746,24746,2,92888.97928,NA,0.5,NA,19378.59087,NA,65331.98153,NA,13676.94212
24747,24747,1,9286.819593,6562.907915,NA,5317.5,3462.433775,NA,NA,NA,2865.434577
24748,24748,2,16214.26147,NA,NA,NA,8232.636206,NA,NA,13057.77034,5656.247368
24749,24749,2,4191.797381,3257.959417,0.5,NA,2648.452619,NA,NA,NA,3210.792547
24750,24750,2,16465.68787,NA,NA,NA,8303.65792,NA,NA,NA,8370.781873
24751,24751,2,49908.12611,NA,NA,30711.375,13308.92809,NA,NA,38325.31235,9143.922747
24752,24752,2,85932.55501,67576.85617,NA,55236.85,35847.5484,NA,NA,NA,48798.30524
24753,24753,2,27179.10174,0,NA,NA,12065.48847,NA,NA,NA,18887.31862
24754,24754,1,35600.94822,30583.18376,0.5,22713.2075,5174.205259,NA,NA,NA,NA
24755,24755,1,48472.43817,NA,NA,27682.15,9163.494827,NA,NA,34545.08318,7097.138778
24756,24756,1,82275.98585,NA,NA,49214.655,12205.763,NA,NA,64102.05008,9513.447889
24757,24757,1,17217.07124,16236.71672,NA,10572.7225,4815.981347,NA,NA,NA,3308.828562
24758,24758,2,6036.005759,4413.779815,NA,NA,6219.190423,NA,NA,NA,4522.377535
24759,24759,1,52431.60134,NA,NA,NA,10615.83218,NA,NA,36513.41465,7492.398353
24760,24760,2,6499.406651,5282.4406,NA,0,1660.290532,3935.12254,NA,NA,1294.068012
24761,24761,2,16334.743,NA,0.5,10013.8725,2885.371914,NA,12849.1728,NA,2226.247726
24762,24762,2,29497.6501,NA,0.5,18352.9125,3401.706811,19257.1931,NA,26993.14864,2826.301113
24763,24763,1,80734.21085,63488.90888,NA,48208.1,27043.38816,NA,NA,NA,22076.4315
24764,24764,2,3136.327609,NA,0.5,1852.3,408.2380684,NA,NA,2557.413369,321.8854952
24765,24765,1,4741.916274,NA,0.5,NA,629.302987,NA,3973.246522,NA,496.1896484
24766,24766,1,10331.03531,NA,NA,NA,1668.222068,NA,8213.028094,NA,1383.817482
24767,24767,2,9442.000771,7566.250937,NA,5690.9,5431.096335,4903.09309,NA,NA,5107.687748
24768,24768,2,3012.571407,NA,NA,1638.25,902.31441,NA,2316.5141,NA,950.1601593
24769,24769,2,43733.0824,NA,0.5,NA,5856.654094,NA,34795.20112,NA,4211.987673
24770,24770,2,28495.25228,NA,NA,NA,11144.2961,NA,NA,NA,12184.53981
24771,24771,1,3238.02593,NA,NA,NA,707.4579879,NA,2410.02087,NA,NA
24772,24772,2,7545.103645,5556.572739,0.5,4793.72,784.7346573,NA,NA,NA,609.8817875
24773,24773,1,55708.94541,46528.25062,NA,32573.55,8471.0365,NA,NA,NA,5978.653282
24774,24774,2,5112.265234,NA,0.5,2826.8,861.7768892,NA,NA,3709.97131,721.8763516
24775,24775,1,4353.648528,3383.753777,0.5,NA,3346.989847,NA,NA,NA,3093.549709
24776,24776,2,40585.31612,33968.1798,NA,NA,16515.54596,NA,NA,NA,12791.31203
24777,24777,2,43336.09578,32330.4981,NA,NA,46519.2681,NA,NA,NA,47069.16136
24778,24778,1,1751.903139,NA,NA,NA,293.6482602,NA,NA,NA,234.5025361
24779,24779,1,6418.805883,NA,0.5,NA,822.2501577,NA,5191.462057,NA,1558.777847
24780,24780,2,35681.45629,30652.34464,0.5,NA,6332.035222,NA,NA,NA,4885.567419
24781,24781,2,7958.732667,NA,NA,NA,NA,NA,NA,NA,NA
24782,24782,2,70284.59344,0,0.5,0,17954.38435,NA,NA,NA,13994.05345
24783,24783,1,31018.85425,15527.01279,NA,NA,20204.1384,15798.0139,NA,NA,28961.48894
24784,24784,1,50927.98866,NA,NA,27697.275,7744.049858,NA,NA,36331.01393,5465.563642
24785,24785,2,28463.04438,23100.38857,NA,15904.225,6753.956802,NA,NA,NA,4640.318049
24786,24786,1,3915.202476,NA,NA,NA,1553.18968,NA,NA,NA,1347.464049
24787,24787,2,15025.5135,NA,NA,10119.075,1867.575726,NA,13608.15041,NA,1522.041279
24788,24788,2,64497.96086,NA,NA,NA,21959.29136,NA,54611.17749,NA,29892.59378
24789,24789,2,44549.08388,NA,0.5,25524.1075,4831.85314,26513.9724,NA,28621.12111,8978.436363
24790,24790,2,82131.86766,NA,NA,NA,NA,NA,NA,NA,NA
24791,24791,1,3300.106301,NA,NA,0,808.8951799,NA,NA,2396.692336,594.061928
24792,24792,1,5118.66568,NA,0.5,2830.35,862.8558151,NA,4239.579843,NA,722.780125
24793,24793,1,5438.153929,0,0.5,0,761.127463,NA,NA,NA,1442.904713
24794,24794,1,7006.418869,5706.655371,NA,NA,1765.706431,NA,NA,NA,NA
24795,24795,1,17466.07762,NA,NA,NA,9266.572398,NA,NA,14697.69478,6366.61507
24796,24796,2,44689.37726,NA,0.5,NA,6495.108203,NA,36619.81877,NA,5011.388583
24797,24797,1,6676.86972,NA,NA,4377.3,1747.782777,NA,NA,NA,1449.814392
24798,24798,1,9232.364512,NA,NA,NA,1973.304487,NA,NA,NA,NA
24799,24799,2,14552.73662,NA,NA,NA,NA,NA,NA,NA,NA
24800,24800,1,25340.19972,19113.52916,0.5,NA,4546.196436,NA,NA,NA,8035.715856
24801,24801,1,2572.982851,NA,NA,1477.35,984.7627288,NA,NA,1872.635799,1355.334008
24802,24802,1,37842.25528,NA,NA,NA,20064.09536,NA,NA,NA,20226.2867
24803,24803,1,45020.77579,36668.95411,NA,NA,11345.80659,NA,NA,NA,NA
24804,24804,1,6352.006476,NA,NA,NA,1304.220561,NA,NA,NA,3045.778349
24805,24805,2,72619.85641,NA,NA,NA,11268.92436,43442.3145,NA,59181.97443,8783.254655
24806,24806,2,29328.65235,28172.09988,NA,NA,NA,NA,NA,NA,NA
24807,24807,2,5635.165924,NA,0.5,NA,951.87969,NA,NA,4006.974059,734.4356495
24808,24808,2,7273.580372,NA,NA,NA,1150.497268,NA,NA,NA,947.7061747
24809,24809,1,89677.84845,NA,0.5,NA,12763.37375,57843.4913,NA,71273.74754,9948.062325
24810,24810,2,5938.400157,NA,NA,NA,NA,NA,4365.224362,NA,NA
24811,24811,2,15507.90203,NA,NA,NA,3535.37916,NA,14045.03502,NA,2881.271664
24812,24812,2,21645.04173,17299.33847,NA,NA,4543.044085,NA,NA,NA,3410.323845
24813,24813,2,9882.911156,6911.780301,NA,NA,1285.124717,NA,NA,NA,1063.54115
24814,24814,2,60694.11172,45280.2872,NA,33986.9,26334.99826,NA,NA,NA,26646.29805
24815,24815,2,16127.67716,NA,0.5,NA,2699.596664,NA,12317.76913,NA,2082.91032
24816,24816,2,4727.686937,3889.157235,NA,NA,3376.009387,NA,NA,NA,3594.922663
24817,24817,1,71900.33404,54837.41316,0.5,NA,9836.69852,43211.8977,NA,NA,20462.77334
24818,24818,1,25537.23555,NA,NA,NA,6214.30592,NA,NA,18261.18639,5064.549726
24819,24819,2,6005.018012,NA,NA,NA,2250.545244,NA,NA,NA,1903.825269
24820,24820,2,39881.28107,NA,NA,NA,NA,NA,NA,NA,NA
24821,24821,2,49519.07316,40332.77058,NA,NA,29789.96574,33638.7742,NA,NA,28016.04568
24822,24822,1,13688.77254,NA,NA,NA,9452.242366,NA,12417.1524,NA,14479.26666
24823,24823,1,23291.65871,NA,NA,14302.3,5239.018738,NA,17723.46042,NA,8020.035304
24824,24824,2,92888.97928,NA,NA,51515.9525,14207.28918,NA,NA,86357.41462,10027.1621
24825,24825,1,5860.532476,4508.022171,0.5,NA,1394.621582,NA,NA,NA,1168.219236
24826,24826,1,27628.83517,NA,0.5,20365.95,14060.84047,18277.0149,NA,14213.5803,17834.39615
24827,24827,1,27159.37397,NA,0.5,17327.55,3991.106145,NA,NA,20288.73531,11176.92066
24828,24828,1,13493.41723,NA,NA,NA,5044.813599,NA,10844.88193,NA,4174.977562
24829,24829,2,8366.255696,NA,0.5,NA,NA,NA,6562.083584,NA,NA
24830,24830,1,5580.09114,NA,NA,3085.4675,546.4905037,NA,4621.759536,NA,434.797611
24831,24831,2,90538.82186,NA,0.5,NA,12484.2945,57037.1369,NA,77133.62267,9730.541642
24832,24832,1,28620.92411,NA,NA,NA,NA,NA,NA,NA,NA
24833,24833,2,30949.89847,NA,NA,19172.27,4416.010795,NA,24624.56069,NA,3175.906027
24834,24834,2,13609.99142,NA,NA,7814.65,5208.978477,NA,10938.57453,NA,7169.143866
24835,24835,2,78706.08097,NA,NA,44709.425,12330.15461,NA,NA,74947.46256,8702.325783
24836,24836,1,19775.28183,18004.82197,NA,NA,5328.567411,NA,NA,NA,NA
24837,24837,2,12620.01175,NA,NA,NA,5768.352284,NA,NA,10309.8602,3963.15671
24838,24838,1,4175.60011,NA,NA,2492.655,437.0327307,NA,3069.417831,NA,339.6540481
24839,24839,2,16221.17046,NA,NA,NA,3959.449534,NA,NA,12420.59662,3226.881539
24840,24840,1,10455.79403,NA,NA,NA,6216.69451,NA,NA,NA,6222.553746
24841,24841,1,105624.0744,NA,0.5,65190.005,16472.02795,NA,NA,82592.09666,12838.67133
24842,24842,2,12031.57499,NA,NA,NA,1554.543181,NA,NA,8315.532009,1289.518987
24843,24843,1,5161.914748,NA,NA,NA,1035.51479,NA,NA,NA,852.9909525
24844,24844,2,49508.10862,NA,NA,NA,17012.60585,NA,NA,36427.94703,13887.96498
24845,24845,2,27279.98359,NA,0.5,16898.9,3849.670571,NA,21704.67901,NA,2970.265398
24846,24846,2,5894.612222,NA,0.5,3778.25,1417.337889,NA,NA,4733.31835,1117.535437
24847,24847,1,44648.01846,NA,NA,NA,8835.710071,NA,NA,NA,6758.088973
24848,24848,1,14117.83514,11036.4105,NA,NA,7976.897978,NA,NA,NA,5948.661889
24849,24849,1,25175.84454,NA,0.5,NA,15371.80962,NA,28168.70012,NA,NA
24850,24850,1,24726.3912,NA,NA,NA,5124.745388,NA,19243.19206,NA,NA
24851,24851,1,4564.186068,3559.643315,NA,2523.75,576.6356361,NA,NA,NA,483.0248228
24852,24852,1,2806.276972,NA,NA,NA,415.7543301,NA,NA,NA,332.0143791
24853,24853,2,16185.77666,NA,NA,NA,3170.387898,NA,NA,NA,2424.905675
24854,24854,1,17059.9878,15518.20082,NA,NA,4846.96866,NA,NA,NA,4147.054818
24855,24855,2,5894.612222,4341.072452,0.5,NA,736.3075495,NA,NA,NA,572.2451026
